training_seeds,samples_per_seed,accuracy_mean,accuracy_sample_std,macro_f1_mean,macro_f1_sample_std,raw_errors_total,region_variant
5,1866,0.9577706323687032,0.002820513905024816,0.9558771032954979,0.0029961954197088602,394,central_region_only
5,1866,0.9604501607717042,0.002123431163575434,0.9603828247665838,0.0023161432299951498,369,grayscale
5,1866,0.8839228295819936,0.005486166727575428,0.883735554732825,0.00473878387933558,1083,peripheral_region_only
5,1866,0.9334405144694532,0.0029450443009719544,0.9328415148061323,0.0026669372281033963,621,random_area_mask
5,1866,0.9557341907824222,0.0013974710407722991,0.9549798670320706,0.0014114834085323204,413,random_region_only
