run_id,split_seed,training_seed,augmentation_seed,samples,accuracy,macro_f1,raw_errors,test_set_sha256
matrix_efficientnetv2b3_paper_random_hardening_v2_train1_split1_aug1,1,1,1,1866,0.9994640943193998,0.9994603467272278,1,2e7bac3ea6f0a5ff1646b7bb6078545181de7fa18244fc8bdc4a7d6f9b628520
matrix_efficientnetv2b3_paper_random_hardening_v2_train1_split2_aug1,2,1,1,1866,0.9989281886387996,0.9989206934544556,2,d5dd6aa1bcb627c285248bc833b697fe9df48c8035a10cc4a46d4893dc292da0
matrix_efficientnetv2b3_paper_random_hardening_v2_train1_split3_aug1,3,1,1,1866,0.9978563772775991,0.9978413869089111,4,da700dc4593c37558f5d0c75ed76cd3e031263eeb9624d62ec2e1f51a333255c
matrix_efficientnetv2b3_paper_random_hardening_v2_train1_split4_aug1,4,1,1,1866,0.9978563772775991,0.9978413869089111,4,617372bab9359b08ae9c32faa481c3382170fd09e92a301d391ba555db3c347b
matrix_efficientnetv2b3_paper_random_hardening_v2_train1_split5_aug1,5,1,1,1866,0.9983922829581994,0.9983810401816832,3,bfa461755b7af180c932f6186fd4ee9140286cb10e6ba4e04f847cb43fb369ec
