run_id,model,source_training_protocol,evaluation_protocol,seed,probe_images,probe_identities,gallery_images,gallery_identities,cmc_rank_1,rank_1_ci_low,rank_1_ci_high,cmc_rank_5,mean_average_precision,map_ci_low,map_ci_high
matrix_convnexttiny_holstein2025_closed_set_seed1__holstein2025_in_domain_reid,convnexttiny,holstein2025_closed_set,holstein2025_in_domain_reid,1,167,20,127,20,0.7365269461077845,0.6560348166637976,0.8139572152653548,0.9700598802395209,0.5074724705022667,0.45397454333995235,0.5643371782172028
matrix_efficientnetb0_holstein2025_closed_set_seed1__holstein2025_in_domain_reid,efficientnetb0,holstein2025_closed_set,holstein2025_in_domain_reid,1,167,20,127,20,0.7724550898203593,0.6794642857142857,0.8551746823956443,0.9401197604790419,0.5023671182735656,0.44149957246401084,0.5707138239405566
matrix_efficientnetv2b3_holstein2025_closed_set_seed1__holstein2025_in_domain_reid,efficientnetv2b3,holstein2025_closed_set,holstein2025_in_domain_reid,1,167,20,127,20,0.7065868263473054,0.5670410783055199,0.8313253012048193,0.9041916167664671,0.4791985556102021,0.39990304189529247,0.5660216616868485
